post_id,timestamp,platform,post_text,likes,comments,shares,views,hashtags,sentiment,engagement_rate,post_text_length,hashtag_count,hour_of_day,day_of_week,month
982,2024-12-13 17:54:00,Instagram,post number 981 is about something interesting,71,81,30,197,"#life,#fun",neutral,0.9238578680203046,46,2,17,Friday,12
983,2024-07-11 17:51:00,Facebook,post number 982 is about something interesting,353,49,15,724,"#life,#fun",neutral,0.5759668508287292,46,2,17,Thursday,7
984,2024-12-13 05:43:00,Instagram,post number 983 is about something interesting,262,65,1,524,"#life,#news",neutral,0.6259541984732825,46,2,5,Friday,12
985,2024-10-23 14:40:00,Facebook,post number 984 is about something interesting,24,47,17,45,#life,positive,1.9555555555555555,46,1,14,Wednesday,10
986,2024-09-18 06:19:00,Twitter,post number 985 is about something interesting,173,37,28,449,"#news,#fun",positive,0.5300668151447662,46,2,6,Wednesday,9
987,2024-01-15 08:01:00,Twitter,post number 986 is about something interesting,197,40,14,505,"#fun,#life",positive,0.497029702970297,46,2,8,Monday,1
988,2024-09-27 23:59:00,Instagram,post number 987 is about something interesting,342,31,6,936,"#trend,#life",neutral,0.4049145299145299,46,2,23,Friday,9
989,2024-03-31 21:18:00,Twitter,post number 988 is about something interesting,434,65,29,971,#trend,negative,0.5437693099897013,46,1,21,Sunday,3
990,2024-01-21 03:49:00,Instagram,post number 989 is about something interesting,457,18,10,1256,"#fun,#news",positive,0.3861464968152866,46,2,3,Sunday,1
991,2024-04-21 20:43:00,Facebook,post number 990 is about something interesting,252,63,11,752,#fun,negative,0.43351063829787234,46,1,20,Sunday,4
992,2024-03-24 15:51:00,Facebook,post number 991 is about something interesting,39,28,33,65,"#trend,#news",positive,1.5384615384615385,46,2,15,Sunday,3
993,2024-04-09 01:29:00,Instagram,post number 992 is about something interesting,31,33,15,52,#fun,negative,1.5192307692307692,46,1,1,Tuesday,4
994,2024-05-04 11:55:00,Twitter,post number 993 is about something interesting,214,92,20,615,"#news,#life",positive,0.5300813008130081,46,2,11,Saturday,5
995,2024-07-09 03:32:00,Twitter,post number 994 is about something interesting,219,88,12,487,#trend,negative,0.6550308008213552,46,1,3,Tuesday,7
996,2024-03-05 00:36:00,Instagram,post number 995 is about something interesting,190,91,28,382,"#news,#life",positive,0.8089005235602095,46,2,0,Tuesday,3
997,2024-11-01 06:30:00,Twitter,post number 996 is about something interesting,83,34,16,193,"#fun,#news",positive,0.689119170984456,46,2,6,Friday,11
998,2024-09-28 18:51:00,Instagram,post number 997 is about something interesting,97,98,24,205,#news,neutral,1.0682926829268293,46,1,18,Saturday,9
999,2024-01-18 04:33:00,Twitter,post number 998 is about something interesting,184,9,34,435,#fun,positive,0.5218390804597701,46,1,4,Thursday,1
1000,2024-01-24 11:54:00,Twitter,post number 999 is about something interesting,91,72,9,176,#news,neutral,0.9772727272727273,46,1,11,Wednesday,1
